# H0=6.9330e+01 Om0=2.8800e-01 Ob0=4.7200e-02 Ol0=7.1200e-01 | N=2000
# redshift scafa dcom[Mpc] vcom[Mpc3] tlook[Myr] efunc
1.00693515e+01 9.03395291e-02 9.68719822e+03 3.80787925e+12 1.32771539e+04 1.97822165e+01
1.01625689e+01 8.95851136e-02 9.70744677e+03 3.83180732e+12 1.32830951e+04 2.00321745e+01
1.02566492e+01 8.88363829e-02 9.72762767e+03 3.85575497e+12 1.32889671e+04 2.02855126e+01
1.03516005e+01 8.80933044e-02 9.74774092e+03 3.87972141e+12 1.32947704e+04 2.05422773e+01
1.04474308e+01 8.73558455e-02 9.76778652e+03 3.90370587e+12 1.33005058e+04 2.08025156e+01
1.05441483e+01 8.66239738e-02 9.78776451e+03 3.92770756e+12 1.33061740e+04 2.10662752e+01
1.06417611e+01 8.58976565e-02 9.80767489e+03 3.95172571e+12 1.33117757e+04 2.13336047e+01
1.07402776e+01 8.51768614e-02 9.82751767e+03 3.97575954e+12 1.33173115e+04 2.16045531e+01
1.08397061e+01 8.44615557e-02 9.84729290e+03 3.99980830e+12 1.33227822e+04 2.18791702e+01
1.09400551e+01 8.37517072e-02 9.86700058e+03 4.02387120e+12 1.33281884e+04 2.21575064e+01
1.10413331e+01 8.30472834e-02 9.88664076e+03 4.04794750e+12 1.33335307e+04 2.24396129e+01
1.11435486e+01 8.23482519e-02 9.90621346e+03 4.07203643e+12 1.33388099e+04 2.27255416e+01
1.12467104e+01 8.16545804e-02 9.92571871e+03 4.09613724e+12 1.33440267e+04 2.30153450e+01
1.13508272e+01 8.09662366e-02 9.94515656e+03 4.12024918e+12 1.33491815e+04 2.33090765e+01
1.14559079e+01 8.02831881e-02 9.96452704e+03 4.14437151e+12 1.33542752e+04 2.36067902e+01
1.15619614e+01 7.96054029e-02 9.98383021e+03 4.16850348e+12 1.33593084e+04 2.39085408e+01
1.16689967e+01 7.89328488e-02 1.00030661e+04 4.19264435e+12 1.33642817e+04 2.42143840e+01
1.17770229e+01 7.82654936e-02 1.00222348e+04 4.21679339e+12 1.33691956e+04 2.45243760e+01
1.18860491e+01 7.76033053e-02 1.00413362e+04 4.24094987e+12 1.33740510e+04 2.48385740e+01
1.19960846e+01 7.69462520e-02 1.00603706e+04 4.26511306e+12 1.33788483e+04 2.51570360e+01
1.21071388e+01 7.62943016e-02 1.00793379e+04 4.28928224e+12 1.33835883e+04 2.54798206e+01
1.22192211e+01 7.56474225e-02 1.00982382e+04 4.31345669e+12 1.33882715e+04 2.58069875e+01
1.23323409e+01 7.50055826e-02 1.01170716e+04 4.33763570e+12 1.33928985e+04 2.61385969e+01
1.24465080e+01 7.43687504e-02 1.01358380e+04 4.36181855e+12 1.33974699e+04 2.64747100e+01
1.25617320e+01 7.37368942e-02 1.01545377e+04 4.38600455e+12 1.34019864e+04 2.68153891e+01
1.26780227e+01 7.31099824e-02 1.01731706e+04 4.41019299e+12 1.34064485e+04 2.71606968e+01
1.27953900e+01 7.24879834e-02 1.01917369e+04 4.43438317e+12 1.34108568e+04 2.75106971e+01
1.29138438e+01 7.18708660e-02 1.02102365e+04 4.45857440e+12 1.34152120e+04 2.78654546e+01
1.30333941e+01 7.12585986e-02 1.02286697e+04 4.48276599e+12 1.34195145e+04 2.82250349e+01
1.31540513e+01 7.06511501e-02 1.02470363e+04 4.50695726e+12 1.34237650e+04 2.85895045e+01
1.32758254e+01 7.00484893e-02 1.02653367e+04 4.53114753e+12 1.34279640e+04 2.89589308e+01
1.33987268e+01 6.94505851e-02 1.02835707e+04 4.55533612e+12 1.34321121e+04 2.93333821e+01
1.35227660e+01 6.88574064e-02 1.03017386e+04 4.57952236e+12 1.34362098e+04 2.97129278e+01
1.36479535e+01 6.82689224e-02 1.03198403e+04 4.60370560e+12 1.34402578e+04 3.00976380e+01
1.37742999e+01 6.76851022e-02 1.03378761e+04 4.62788515e+12 1.34442565e+04 3.04875840e+01
1.39018160e+01 6.71059152e-02 1.03558459e+04 4.65206038e+12 1.34482065e+04 3.08828381e+01
1.40305126e+01 6.65313306e-02 1.03737498e+04 4.67623062e+12 1.34521084e+04 3.12834735e+01
1.41604005e+01 6.59613180e-02 1.03915881e+04 4.70039524e+12 1.34559626e+04 3.16895644e+01
1.42914910e+01 6.53958468e-02 1.04093607e+04 4.72455357e+12 1.34597697e+04 3.21011861e+01
1.44237949e+01 6.48348868e-02 1.04270677e+04 4.74870500e+12 1.34635303e+04 3.25184148e+01
1.45573238e+01 6.42784078e-02 1.04447093e+04 4.77284888e+12 1.34672448e+04 3.29413281e+01
1.46920887e+01 6.37263795e-02 1.04622856e+04 4.79698458e+12 1.34709138e+04 3.33700043e+01
1.48281012e+01 6.31787720e-02 1.04797966e+04 4.82111149e+12 1.34745378e+04 3.38045229e+01
1.49653729e+01 6.26355554e-02 1.04972425e+04 4.84522897e+12 1.34781173e+04 3.42449647e+01
1.51039154e+01 6.20966997e-02 1.05146234e+04 4.86933643e+12 1.34816527e+04 3.46914114e+01
1.52437405e+01 6.15621755e-02 1.05319394e+04 4.89343324e+12 1.34851447e+04 3.51439459e+01
1.53848599e+01 6.10319529e-02 1.05491906e+04 4.91751880e+12 1.34885936e+04 3.56026523e+01
1.55272858e+01 6.05060026e-02 1.05663771e+04 4.94159251e+12 1.34920000e+04 3.60676157e+01
1.56710302e+01 5.99842952e-02 1.05834991e+04 4.96565378e+12 1.34953643e+04 3.65389226e+01
1.58161054e+01 5.94668015e-02 1.06005565e+04 4.98970201e+12 1.34986871e+04 3.70166606e+01
1.59625235e+01 5.89534922e-02 1.06175497e+04 5.01373662e+12 1.35019688e+04 3.75009186e+01
1.61102972e+01 5.84443385e-02 1.06344786e+04 5.03775703e+12 1.35052098e+04 3.79917865e+01
1.62594388e+01 5.79393113e-02 1.06513435e+04 5.06176266e+12 1.35084107e+04 3.84893556e+01
1.64099612e+01 5.74383819e-02 1.06681443e+04 5.08575294e+12 1.35115718e+04 3.89937187e+01
1.65618770e+01 5.69415217e-02 1.06848814e+04 5.10972730e+12 1.35146938e+04 3.95049695e+01
1.67151992e+01 5.64487021e-02 1.07015547e+04 5.13368518e+12 1.35177769e+04 4.00232031e+01
1.68699407e+01 5.59598946e-02 1.07181644e+04 5.15762603e+12 1.35208217e+04 4.05485162e+01
1.70261148e+01 5.54750710e-02 1.07347106e+04 5.18154929e+12 1.35238286e+04 4.10810064e+01
1.71837347e+01 5.49942032e-02 1.07511935e+04 5.20545442e+12 1.35267980e+04 4.16207731e+01
1.73428137e+01 5.45172630e-02 1.07676132e+04 5.22934087e+12 1.35297303e+04 4.21679167e+01
1.75033655e+01 5.40442225e-02 1.07839699e+04 5.25320811e+12 1.35326261e+04 4.27225393e+01
1.76654035e+01 5.35750540e-02 1.08002636e+04 5.27705560e+12 1.35354857e+04 4.32847441e+01
1.78289416e+01 5.31097297e-02 1.08164944e+04 5.30088282e+12 1.35383095e+04 4.38546362e+01
1.79939937e+01 5.26482222e-02 1.08326627e+04 5.32468924e+12 1.35410980e+04 4.44323216e+01
1.81605737e+01 5.21905040e-02 1.08487684e+04 5.34847435e+12 1.35438516e+04 4.50179081e+01
1.83286959e+01 5.17365478e-02 1.08648116e+04 5.37223763e+12 1.35465706e+04 4.56115051e+01
1.84983745e+01 5.12863265e-02 1.08807927e+04 5.39597858e+12 1.35492556e+04 4.62132232e+01
1.86696238e+01 5.08398131e-02 1.08967116e+04 5.41969669e+12 1.35519068e+04 4.68231748e+01
1.88424586e+01 5.03969806e-02 1.09125686e+04 5.44339146e+12 1.35545247e+04 4.74414737e+01
1.90168933e+01 4.99578024e-02 1.09283637e+04 5.46706241e+12 1.35571097e+04 4.80682354e+01
1.91929429e+01 4.95222517e-02 1.09440972e+04 5.49070903e+12 1.35596621e+04 4.87035770e+01
1.93706222e+01 4.90903021e-02 1.09597691e+04 5.51433086e+12 1.35621824e+04 4.93476170e+01
1.95499465e+01 4.86619272e-02 1.09753796e+04 5.53792740e+12 1.35646709e+04 5.00004759e+01
1.97309308e+01 4.82371008e-02 1.09909289e+04 5.56149819e+12 1.35671280e+04 5.06622756e+01
1.99135906e+01 4.78157968e-02 1.10064170e+04 5.58504276e+12 1.35695541e+04 5.13331398e+01
2.00979414e+01 4.73979892e-02 1.10218443e+04 5.60856064e+12 1.35719495e+04 5.20131939e+01
2.02839988e+01 4.69836523e-02 1.10372107e+04 5.63205137e+12 1.35743146e+04 5.27025652e+01
2.04717787e+01 4.65727602e-02 1.10525165e+04 5.65551450e+12 1.35766498e+04 5.34013824e+01
2.06612969e+01 4.61652875e-02 1.10677617e+04 5.67894958e+12 1.35789554e+04 5.41097764e+01
2.08525696e+01 4.57612088e-02 1.10829467e+04 5.70235617e+12 1.35812318e+04 5.48278796e+01
2.10456130e+01 4.53604986e-02 1.10980714e+04 5.72573381e+12 1.35834794e+04 5.55558264e+01
2.12404436e+01 4.49631320e-02 1.11131361e+04 5.74908209e+12 1.35856984e+04 5.62937531e+01
2.14370777e+01 4.45690839e-02 1.11281409e+04 5.77240056e+12 1.35878892e+04 5.70417978e+01
2.16355323e+01 4.41783294e-02 1.11430860e+04 5.79568881e+12 1.35900521e+04 5.78001005e+01
2.18358240e+01 4.37908438e-02 1.11579715e+04 5.81894641e+12 1.35921876e+04 5.85688033e+01
2.20379699e+01 4.34066024e-02 1.11727976e+04 5.84217294e+12 1.35942958e+04 5.93480500e+01
2.22419872e+01 4.30255808e-02 1.11875645e+04 5.86536799e+12 1.35963772e+04 6.01379868e+01
2.24478932e+01 4.26477548e-02 1.12022722e+04 5.88853116e+12 1.35984321e+04 6.09387615e+01
2.26557054e+01 4.22731000e-02 1.12169210e+04 5.91166205e+12 1.36004608e+04 6.17505242e+01
2.28654414e+01 4.19015925e-02 1.12315111e+04 5.93476024e+12 1.36024636e+04 6.25734271e+01
2.30771191e+01 4.15332082e-02 1.12460425e+04 5.95782537e+12 1.36044408e+04 6.34076245e+01
2.32907563e+01 4.11679236e-02 1.12605154e+04 5.98085702e+12 1.36063927e+04 6.42532726e+01
2.35063714e+01 4.08057148e-02 1.12749301e+04 6.00385483e+12 1.36083197e+04 6.51105302e+01
2.37239824e+01 4.04465584e-02 1.12892866e+04 6.02681841e+12 1.36102220e+04 6.59795580e+01
2.39436081e+01 4.00904311e-02 1.13035852e+04 6.04974739e+12 1.36120999e+04 6.68605189e+01
2.41652669e+01 3.97373096e-02 1.13178259e+04 6.07264139e+12 1.36139538e+04 6.77535783e+01
2.43889777e+01 3.93871707e-02 1.13320090e+04 6.09550006e+12 1.36157839e+04 6.86589038e+01
2.46147596e+01 3.90399917e-02 1.13461346e+04 6.11832303e+12 1.36175905e+04 6.95766652e+01
2.48426316e+01 3.86957496e-02 1.13602029e+04 6.14110995e+12 1.36193739e+04 7.05070349e+01
2.50726131e+01 3.83544217e-02 1.13742140e+04 6.16386046e+12 1.36211345e+04 7.14501874e+01
2.53047238e+01 3.80159856e-02 1.13881682e+04 6.18657421e+12 1.36228723e+04 7.24062999e+01
2.55389832e+01 3.76804188e-02 1.14020655e+04 6.20925087e+12 1.36245879e+04 7.33755519e+01
2.57754112e+01 3.73476990e-02 1.14159062e+04 6.23189009e+12 1.36262814e+04 7.43581254e+01
2.60140280e+01 3.70178042e-02 1.14296904e+04 6.25449155e+12 1.36279530e+04 7.53542051e+01
2.62548538e+01 3.66907123e-02 1.14434183e+04 6.27705491e+12 1.36296031e+04 7.63639781e+01
2.64979091e+01 3.63664014e-02 1.14570900e+04 6.29957985e+12 1.36312320e+04 7.73876341e+01
2.67432144e+01 3.60448499e-02 1.14707058e+04 6.32206604e+12 1.36328398e+04 7.84253654e+01
2.69907907e+01 3.57260361e-02 1.14842657e+04 6.34451317e+12 1.36344269e+04 7.94773673e+01
2.72406589e+01 3.54099386e-02 1.14977700e+04 6.36692093e+12 1.36359935e+04 8.05438373e+01
2.74928403e+01 3.50965361e-02 1.15112188e+04 6.38928902e+12 1.36375398e+04 8.16249761e+01
2.77473563e+01 3.47858074e-02 1.15246123e+04 6.41161712e+12 1.36390662e+04 8.27209869e+01
2.80042284e+01 3.44777315e-02 1.15379506e+04 6.43390493e+12 1.36405728e+04 8.38320758e+01
2.82634786e+01 3.41722874e-02 1.15512340e+04 6.45615218e+12 1.36420599e+04 8.49584520e+01
2.85251288e+01 3.38694543e-02 1.15644626e+04 6.47835855e+12 1.36435278e+04 8.61003271e+01
2.87892012e+01 3.35692117e-02 1.15776366e+04 6.50052377e+12 1.36449766e+04 8.72579162e+01
2.90557183e+01 3.32715389e-02 1.15907561e+04 6.52264756e+12 1.36464067e+04 8.84314370e+01
2.93247026e+01 3.29764157e-02 1.16038213e+04 6.54472963e+12 1.36478182e+04 8.96211103e+01
2.95961771e+01 3.26838218e-02 1.16168325e+04 6.56676971e+12 1.36492114e+04 9.08271602e+01
2.98701648e+01 3.23937370e-02 1.16297896e+04 6.58876754e+12 1.36505865e+04 9.20498136e+01
3.01466889e+01 3.21061414e-02 1.16426930e+04 6.61072284e+12 1.36519437e+04 9.32893008e+01
3.04257730e+01 3.18210152e-02 1.16555428e+04 6.63263536e+12 1.36532833e+04 9.45458552e+01
3.07074407e+01 3.15383386e-02 1.16683392e+04 6.65450483e+12 1.36546055e+04 9.58197133e+01
3.09917159e+01 3.12580920e-02 1.16810823e+04 6.67633101e+12 1.36559105e+04 9.71111152e+01
3.12786229e+01 3.09802560e-02 1.16937723e+04 6.69811365e+12 1.36571985e+04 9.84203041e+01
3.15681859e+01 3.07048113e-02 1.17064094e+04 6.71985249e+12 1.36584697e+04 9.97475266e+01
3.18604295e+01 3.04317386e-02 1.17189938e+04 6.74154730e+12 1.36597244e+04 1.01093033e+02
3.21553786e+01 3.01610189e-02 1.17315256e+04 6.76319784e+12 1.36609627e+04 1.02457076e+02
3.24530581e+01 2.98926333e-02 1.17440051e+04 6.78480387e+12 1.36621849e+04 1.03839914e+02
3.27534935e+01 2.96265630e-02 1.17564323e+04 6.80636518e+12 1.36633911e+04 1.05241807e+02
3.30567102e+01 2.93627892e-02 1.17688074e+04 6.82788152e+12 1.36645815e+04 1.06663019e+02
3.33627338e+01 2.91012934e-02 1.17811307e+04 6.84935267e+12 1.36657565e+04 1.08103819e+02
3.36715906e+01 2.88420573e-02 1.17934022e+04 6.87077843e+12 1.36669160e+04 1.09564477e+02
3.39833065e+01 2.85850624e-02 1.18056223e+04 6.89215857e+12 1.36680604e+04 1.11045270e+02
3.42979082e+01 2.83302907e-02 1.18177910e+04 6.91349288e+12 1.36691899e+04 1.12546477e+02
3.46154223e+01 2.80777240e-02 1.18299085e+04 6.93478117e+12 1.36703046e+04 1.14068380e+02
3.49358759e+01 2.78273446e-02 1.18419749e+04 6.95602321e+12 1.36714047e+04 1.15611268e+02
3.52592960e+01 2.75791345e-02 1.18539906e+04 6.97721881e+12 1.36724903e+04 1.17175430e+02
3.55857102e+01 2.73330761e-02 1.18659556e+04 6.99836779e+12 1.36735618e+04 1.18761163e+02
3.59151462e+01 2.70891518e-02 1.18778701e+04 7.01946993e+12 1.36746192e+04 1.20368765e+02
3.62476320e+01 2.68473443e-02 1.18897342e+04 7.04052507e+12 1.36756628e+04 1.21998540e+02
3.65831957e+01 2.66076362e-02 1.19015482e+04 7.06153300e+12 1.36766926e+04 1.23650796e+02
3.69218660e+01 2.63700104e-02 1.19133123e+04 7.08249355e+12 1.36777090e+04 1.25325844e+02
3.72636715e+01 2.61344497e-02 1.19250265e+04 7.10340654e+12 1.36787120e+04 1.27024000e+02
3.76086413e+01 2.59009374e-02 1.19366911e+04 7.12427180e+12 1.36797018e+04 1.28745586e+02
3.79568047e+01 2.56694564e-02 1.19483063e+04 7.14508915e+12 1.36806787e+04 1.30490927e+02
3.83081912e+01 2.54399903e-02 1.19598722e+04 7.16585842e+12 1.36816427e+04 1.32260351e+02
3.86628306e+01 2.52125223e-02 1.19713889e+04 7.18657946e+12 1.36825940e+04 1.34054194e+02
3.90207532e+01 2.49870360e-02 1.19828568e+04 7.20725210e+12 1.36835328e+04 1.35872794e+02
3.93819892e+01 2.47635151e-02 1.19942758e+04 7.22787618e+12 1.36844592e+04 1.37716494e+02
3.97465694e+01 2.45419434e-02 1.20056463e+04 7.24845155e+12 1.36853735e+04 1.39585644e+02
4.01145247e+01 2.43223048e-02 1.20169683e+04 7.26897806e+12 1.36862757e+04 1.41480595e+02
4.04858864e+01 2.41045832e-02 1.20282421e+04 7.28945556e+12 1.36871660e+04 1.43401708e+02
4.08606859e+01 2.38887629e-02 1.20394678e+04 7.30988391e+12 1.36880446e+04 1.45349343e+02
4.12389552e+01 2.36748280e-02 1.20506456e+04 7.33026296e+12 1.36889116e+04 1.47323870e+02
4.16207263e+01 2.34627630e-02 1.20617757e+04 7.35059258e+12 1.36897672e+04 1.49325662e+02
4.20060317e+01 2.32525523e-02 1.20728582e+04 7.37087263e+12 1.36906115e+04 1.51355096e+02
4.23949041e+01 2.30441805e-02 1.20838933e+04 7.39110299e+12 1.36914447e+04 1.53412558e+02
4.27873764e+01 2.28376323e-02 1.20948812e+04 7.41128351e+12 1.36922668e+04 1.55498436e+02
4.31834821e+01 2.26328925e-02 1.21058220e+04 7.43141409e+12 1.36930781e+04 1.57613124e+02
4.35832548e+01 2.24299461e-02 1.21167160e+04 7.45149459e+12 1.36938787e+04 1.59757022e+02
4.39867283e+01 2.22287781e-02 1.21275632e+04 7.47152489e+12 1.36946686e+04 1.61930537e+02
4.43939370e+01 2.20293736e-02 1.21383639e+04 7.49150489e+12 1.36954482e+04 1.64134078e+02
4.48049155e+01 2.18317180e-02 1.21491182e+04 7.51143446e+12 1.36962174e+04 1.66368063e+02
4.52196987e+01 2.16357966e-02 1.21598263e+04 7.53131350e+12 1.36969765e+04 1.68632914e+02
4.56383216e+01 2.14415949e-02 1.21704884e+04 7.55114190e+12 1.36977255e+04 1.70929061e+02
4.60608201e+01 2.12490985e-02 1.21811046e+04 7.57091956e+12 1.36984646e+04 1.73256936e+02
4.64872298e+01 2.10582930e-02 1.21916752e+04 7.59064638e+12 1.36991939e+04 1.75616982e+02
4.69175870e+01 2.08691644e-02 1.22022002e+04 7.61032225e+12 1.36999135e+04 1.78009645e+02
4.73519282e+01 2.06816985e-02 1.22126798e+04 7.62994708e+12 1.37006236e+04 1.80435376e+02
4.77902904e+01 2.04958813e-02 1.22231143e+04 7.64952078e+12 1.37013243e+04 1.82894637e+02
4.82327108e+01 2.03116990e-02 1.22335038e+04 7.66904326e+12 1.37020157e+04 1.85387892e+02
4.86792268e+01 2.01291377e-02 1.22438483e+04 7.68851444e+12 1.37026979e+04 1.87915613e+02
4.91298765e+01 1.99481840e-02 1.22541483e+04 7.70793422e+12 1.37033711e+04 1.90478279e+02
4.95846982e+01 1.97688241e-02 1.22644036e+04 7.72730253e+12 1.37040353e+04 1.93076375e+02
5.00437303e+01 1.95910447e-02 1.22746147e+04 7.74661929e+12 1.37046908e+04 1.95710393e+02
5.05070119e+01 1.94148323e-02 1.22847815e+04 7.76588442e+12 1.37053375e+04 1.98380832e+02
5.09745824e+01 1.92401738e-02 1.22949044e+04 7.78509785e+12 1.37059756e+04 2.01088197e+02
5.14464815e+01 1.90670560e-02 1.23049834e+04 7.80425951e+12 1.37066052e+04 2.03833002e+02
5.19227491e+01 1.88954659e-02 1.23150187e+04 7.82336933e+12 1.37072265e+04 2.06615767e+02
5.24034259e+01 1.87253904e-02 1.23250105e+04 7.84242724e+12 1.37078395e+04 2.09437018e+02
5.28885525e+01 1.85568169e-02 1.23349589e+04 7.86143319e+12 1.37084444e+04 2.12297290e+02
5.33781702e+01 1.83897324e-02 1.23448641e+04 7.88038711e+12 1.37090412e+04 2.15197126e+02
5.38723205e+01 1.82241245e-02 1.23547263e+04 7.89928894e+12 1.37096300e+04 2.18137074e+02
5.43710455e+01 1.80599805e-02 1.23645457e+04 7.91813863e+12 1.37102110e+04 2.21117691e+02
5.48743874e+01 1.78972879e-02 1.23743224e+04 7.93693613e+12 1.37107843e+04 2.24139544e+02
5.53823890e+01 1.77360346e-02 1.23840565e+04 7.95568138e+12 1.37113500e+04 2.27203203e+02
5.58950935e+01 1.75762080e-02 1.23937482e+04 7.97437434e+12 1.37119081e+04 2.30309250e+02
5.64125443e+01 1.74177963e-02 1.24033978e+04 7.99301497e+12 1.37124588e+04 2.33458274e+02
5.69347855e+01 1.72607871e-02 1.24130053e+04 8.01160321e+12 1.37130021e+04 2.36650872e+02
5.74618613e+01 1.71051687e-02 1.24225709e+04 8.03013904e+12 1.37135382e+04 2.39887649e+02
5.79938166e+01 1.69509291e-02 1.24320948e+04 8.04862240e+12 1.37140671e+04 2.43169219e+02
5.85306965e+01 1.67980565e-02 1.24415772e+04 8.06705327e+12 1.37145890e+04 2.46496203e+02
5.90725465e+01 1.66465392e-02 1.24510181e+04 8.08543161e+12 1.37151039e+04 2.49869233e+02
5.96194127e+01 1.64963657e-02 1.24604179e+04 8.10375738e+12 1.37156120e+04 2.53288948e+02
6.01713416e+01 1.63475244e-02 1.24697765e+04 8.12203057e+12 1.37161132e+04 2.56755998e+02
6.07283800e+01 1.62000040e-02 1.24790943e+04 8.14025114e+12 1.37166078e+04 2.60271039e+02
6.12905752e+01 1.60537930e-02 1.24883712e+04 8.15841907e+12 1.37170958e+04 2.63834738e+02
6.18579749e+01 1.59088803e-02 1.24976076e+04 8.17653433e+12 1.37175772e+04 2.67447771e+02
6.24306273e+01 1.57652548e-02 1.25068036e+04 8.19459691e+12 1.37180522e+04 2.71110824e+02
6.30085811e+01 1.56229053e-02 1.25159592e+04 8.21260678e+12 1.37185208e+04 2.74824592e+02
6.35918853e+01 1.54818209e-02 1.25250748e+04 8.23056394e+12 1.37189832e+04 2.78589778e+02
6.41805895e+01 1.53419907e-02 1.25341504e+04 8.24846836e+12 1.37194394e+04 2.82407098e+02
6.47747436e+01 1.52034040e-02 1.25431862e+04 8.26632004e+12 1.37198895e+04 2.86277276e+02
6.53743982e+01 1.50660500e-02 1.25521823e+04 8.28411895e+12 1.37203336e+04 2.90201046e+02
6.59796040e+01 1.49299181e-02 1.25611390e+04 8.30186511e+12 1.37207717e+04 2.94179154e+02
6.65904126e+01 1.47949977e-02 1.25700563e+04 8.31955849e+12 1.37212040e+04 2.98212353e+02
6.72068758e+01 1.46612785e-02 1.25789345e+04 8.33719911e+12 1.37216305e+04 3.02301409e+02
6.78290458e+01 1.45287500e-02 1.25877736e+04 8.35478694e+12 1.37220512e+04 3.06447099e+02
6.84569757e+01 1.43974020e-02 1.25965739e+04 8.37232200e+12 1.37224664e+04 3.10650209e+02
6.90907186e+01 1.42672242e-02 1.26053354e+04 8.38980428e+12 1.37228759e+04 3.14911537e+02
6.97303284e+01 1.41382066e-02 1.26140584e+04 8.40723380e+12 1.37232800e+04 3.19231893e+02
7.03758595e+01 1.40103392e-02 1.26227430e+04 8.42461055e+12 1.37236787e+04 3.23612096e+02
7.10273666e+01 1.38836119e-02 1.26313894e+04 8.44193454e+12 1.37240720e+04 3.28052979e+02
7.16849050e+01 1.37580148e-02 1.26399977e+04 8.45920578e+12 1.37244600e+04 3.32555383e+02
7.23485306e+01 1.36335383e-02 1.26485680e+04 8.47642428e+12 1.37248428e+04 3.37120165e+02
7.30182997e+01 1.35101725e-02 1.26571005e+04 8.49359006e+12 1.37252205e+04 3.41748191e+02
7.36942693e+01 1.33879079e-02 1.26655954e+04 8.51070313e+12 1.37255932e+04 3.46440340e+02
7.43764966e+01 1.32667349e-02 1.26740528e+04 8.52776351e+12 1.37259608e+04 3.51197503e+02
7.50650397e+01 1.31466440e-02 1.26824729e+04 8.54477121e+12 1.37263235e+04 3.56020584e+02
7.57599571e+01 1.30276258e-02 1.26908558e+04 8.56172626e+12 1.37266813e+04 3.60910499e+02
7.64613076e+01 1.29096710e-02 1.26992017e+04 8.57862867e+12 1.37270343e+04 3.65868176e+02
7.71691509e+01 1.27927704e-02 1.27075107e+04 8.59547847e+12 1.37273826e+04 3.70894557e+02
7.78835471e+01 1.26769147e-02 1.27157829e+04 8.61227569e+12 1.37277262e+04 3.75990597e+02
7.86045569e+01 1.25620949e-02 1.27240186e+04 8.62902035e+12 1.37280651e+04 3.81157265e+02
7.93322414e+01 1.24483020e-02 1.27322178e+04 8.64571247e+12 1.37283996e+04 3.86395542e+02
8.00666625e+01 1.23355269e-02 1.27403808e+04 8.66235210e+12 1.37287295e+04 3.91706422e+02
8.08078825e+01 1.22237609e-02 1.27485076e+04 8.67893925e+12 1.37290550e+04 3.97090916e+02
8.15559644e+01 1.21129952e-02 1.27565984e+04 8.69547397e+12 1.37293761e+04 4.02550046e+02
8.23109717e+01 1.20032209e-02 1.27646534e+04 8.71195628e+12 1.37296929e+04 4.08084850e+02
8.30729685e+01 1.18944295e-02 1.27726727e+04 8.72838623e+12 1.37300054e+04 4.13696380e+02
8.38420196e+01 1.17866124e-02 1.27806564e+04 8.74476385e+12 1.37303137e+04 4.19385701e+02
8.46181901e+01 1.16797610e-02 1.27886047e+04 8.76108917e+12 1.37306179e+04 4.25153896e+02
8.54015460e+01 1.15738670e-02 1.27965178e+04 8.77736225e+12 1.37309179e+04 4.31002061e+02
8.61921539e+01 1.14689219e-02 1.28043957e+04 8.79358312e+12 1.37312140e+04 4.36931306e+02
8.69900809e+01 1.13649174e-02 1.28122387e+04 8.80975182e+12 1.37315060e+04 4.42942760e+02
8.77953947e+01 1.12618453e-02 1.28200469e+04 8.82586840e+12 1.37317941e+04 4.49037565e+02
8.86081638e+01 1.11596975e-02 1.28278203e+04 8.84193291e+12 1.37320784e+04 4.55216879e+02
8.94284571e+01 1.10584658e-02 1.28355593e+04 8.85794539e+12 1.37323588e+04 4.61481878e+02
9.02563443e+01 1.09581422e-02 1.28432638e+04 8.87390589e+12 1.37326354e+04 4.67833752e+02
9.10918956e+01 1.08587188e-02 1.28509341e+04 8.88981447e+12 1.37329083e+04 4.74273709e+02
9.19351821e+01 1.07601877e-02 1.28585703e+04 8.90567116e+12 1.37331775e+04 4.80802973e+02
9.27862754e+01 1.06625409e-02 1.28661724e+04 8.92147604e+12 1.37334431e+04 4.87422786e+02
9.36452477e+01 1.05657709e-02 1.28737408e+04 8.93722914e+12 1.37337051e+04 4.94134407e+02
9.45121720e+01 1.04698697e-02 1.28812755e+04 8.95293053e+12 1.37339636e+04 5.00939112e+02
9.53871219e+01 1.03748300e-02 1.28887766e+04 8.96858026e+12 1.37342186e+04 5.07838195e+02
9.62701716e+01 1.02806439e-02 1.28962443e+04 8.98417839e+12 1.37344701e+04 5.14832968e+02
9.71613962e+01 1.01873042e-02 1.29036788e+04 8.99972498e+12 1.37347183e+04 5.21924762e+02
9.80608713e+01 1.00948032e-02 1.29110801e+04 9.01522009e+12 1.37349631e+04 5.29114924e+02
9.89686734e+01 1.00031336e-02 1.29184484e+04 9.03066377e+12 1.37352046e+04 5.36404824e+02
9.98848795e+01 9.91228820e-03 1.29257839e+04 9.04605611e+12 1.37354428e+04 5.43795846e+02
1.00809567e+02 9.82225960e-03 1.29330866e+04 9.06139714e+12 1.37356778e+04 5.51289398e+02
1.01742816e+02 9.73304065e-03 1.29403567e+04 9.07668695e+12 1.37359097e+04 5.58886904e+02
1.02684703e+02 9.64462421e-03 1.29475945e+04 9.09192560e+12 1.37361384e+04 5.66589810e+02
1.03635311e+02 9.55700321e-03 1.29547999e+04 9.10711316e+12 1.37363640e+04 5.74399582e+02
1.04594718e+02 9.47017062e-03 1.29619731e+04 9.12224968e+12 1.37365866e+04 5.82317704e+02
1.05563008e+02 9.38411951e-03 1.29691143e+04 9.13733525e+12 1.37368062e+04 5.90345684e+02
1.06540261e+02 9.29884296e-03 1.29762235e+04 9.15236993e+12 1.37370228e+04 5.98485049e+02
